Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2021-06-28,32871.23,35290.72,32843.94,34690.38
2021-06-29,34658.73,36566.07,34151,36249.43
2021-06-30,36238.69,36254.86,34072.75,34809.39
2021-07-01,34822.22,35206.4,32799.1,33505.08
2021-07-02,33501.06,33950.68,32733.75,33465.91
2021-07-03,33464.59,34929.13,33355.37,34595.26
2021-07-04,34579.96,35944.44,34295.89,35866.53
2021-07-05,35889.35,35889.35,33180.88,34169.84
2021-07-06,34164.49,35088.68,33581.41,33766.68
2021-07-07,33765.91,35044.83,33739.41,34250.12
2021-07-08,34250.47,34290.54,32118.69,32686.88
2021-07-09,32686.84,34002.3,32289.89,33871.27
2021-07-10,33861.06,34230.25,33062.36,33431.63
2021-07-11,33429.01,34578.63,33335.4,34473.46
2021-07-12,34491.35,34635.86,32663.2,32868.73
2021-07-13,32866.92,33324.86,32215.24,32583.88
2021-07-14,32587.64,33064.55,31627.8,32861.26
2021-07-15,32859.57,33184.13,31155.16,31730.85
2021-07-16,31675.69,32254.91,31072.93,31745.52
2021-07-17,31742.68,31950.85,31201.93,31728.59
2021-07-18,31728.95,32438.88,31158.82,31847.65
2021-07-19,31848.22,31942.76,30493.68,30783.38
2021-07-20,30768.3,31061.78,29324.26,29702.2
2021-07-21,29702.39,32811.31,29511.46,31841.66
2021-07-22,31844.98,32596.5,31740.27,32163.44
2021-07-23,32145.2,32885.9,32039.75,32647.71
2021-07-24,32628.62,34516.81,32605.85,34124.62
2021-07-25,34125.45,34818.56,33889.29,34587.33
2021-07-26,34588.49,40533.88,34491.21,37115.72
2021-07-27,37129.87,38771.06,36422.45,38284.35
2021-07-28,38357.22,40883.81,38146.43,40102.8
2021-07-29,40102.44,40627.74,39324.95,39560.89
2021-07-30,39564.38,41497.48,38371.38,41175.53
2021-07-31,41202.77,42312.49,41029.41,41980.21
2021-08-01,41980.94,42577.89,40668.43,41092.28
2021-08-02,41086.36,41201.43,38699.63,39210.46
2021-08-03,39213.15,39774.37,37715.48,38322.67
2021-08-04,38332.56,39953.33,37528.68,39833.77
2021-08-05,39835.53,41402.69,37349.23,40926.51
2021-08-06,40930.81,43274.89,39925.2,42482.75
2021-08-07,42478.56,44553.06,42478.56,43644.25
2021-08-08,43599.7,45299.54,43322.09,44260.26
2021-08-09,44256.06,46464.17,42818.07,45719.19
2021-08-10,45732.64,46653.92,44680.35,45726.46
2021-08-11,45711.73,46760.8,45255.61,46371.31
2021-08-12,46353.14,46353.14,43837.03,44249.34
2021-08-13,44249.88,47830.31,43904.95,47588.08
2021-08-14,47582.41,48128.1,46056.9,47049.75
2021-08-15,47049.84,47365,45607.16,46886.01
2021-08-16,46883.82,48052.96,45686.24,46069.78
2021-08-17,46069.47,47095.94,44593.11,44776.7
2021-08-18,44777.68,46021.52,44242.54,44621.77
2021-08-19,44600.46,46854.69,43994.64,46623.04
2021-08-20,46621.62,49303.87,46363.93,49303.87
2021-08-21,49324.85,49793.72,48330.03,49209.17
2021-08-22,49197.82,49466.51,48138.82,48713.75
2021-08-23,48719.16,50498.85,48653.61,49563.33
2021-08-24,49564.04,49858.09,47847.23,48200.97
2021-08-25,48204.41,49156.52,47143.96,49076.18
2021-08-26,49091.34,49353.67,46470.29,47263.73
2021-08-27,47267.68,49165.79,46382.31,48999.27
2021-08-28,48997.43,49304.6,48416.97,48972.05
2021-08-29,48971.81,49649.32,47865.75,48912.45
2021-08-30,48914.56,49396.36,47440.69,48407.41
2021-08-31,48405.47,48465.93,46719.36,46958.78
2021-09-01,46949.13,49018.21,46556.81,48447.06
2021-09-02,48445.81,50357.97,48320.28,49831.8
2021-09-03,49828.61,51017.44,48364.94,50250.58
2021-09-04,50251.25,50544.77,49519.14,50227.48
2021-09-05,50227.99,51808.05,49513.56,51728.37
2021-09-06,51724.39,52205.34,51046.41,52114.15
2021-09-07,52119.1,52913.02,43954.25,46502.89
2021-09-08,46551.68,47348.1,44484.75,46076.86
2021-09-09,46072.34,47298.93,45613.22,46487.16
2021-09-10,46487.43,47025.41,44237.11,44618.11
2021-09-11,44596.74,45984.93,44305.25,45403.88
2021-09-12,45402.7,46213.19,44775.81,45287.95
2021-09-13,45288.41,46815.71,43559.79,45162.28
2021-09-14,45133.23,46955.2,44786.91,46689.74
2021-09-15,46656.4,48445.56,46603.79,48183.23
